row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred,cluster
13162,0.3376285367003369,-0.0186862006992438,kz,long,neutral,medium,long,neutral,neutral,kz,kz,0
13163,-0.1481078670480975,-0.036932581681802,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13164,-0.1914462687664805,-0.2600488692250288,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13165,-0.2358859281766455,0.0949131371392494,ru,long,positive,long,long,positive,positive,ru,ru,2
13166,-0.1843706908233462,0.0041790347234434,ru,long,positive,long,long,positive,positive,ru,ru,3
13167,-0.053862935328498,0.022123672513471,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed,1
13168,0.2648349532287619,0.0220493018703898,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13169,0.0157705846716908,-0.0407821909004681,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
13170,0.3542862957129204,0.0439810153666708,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13171,-0.2502141667660914,0.1224661652644384,ru,long,positive,long,long,positive,positive,ru,ru,2
13172,0.0032225298569863,-0.0463226240928694,ru,short,positive,short,short,positive,positive,ru,ru,1
13173,-0.1186911038665345,-0.1638883327602239,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13174,0.4138833210957603,0.0805594392487165,kz,long,positive,long,long,positive,positive,kz,kz,0
13175,-0.0763813988232389,-0.0874970002101866,ru,long,negative,long,long,negative,negative,ru,ru,3
13176,-0.3332591809442483,0.0899374666930415,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
13177,0.2823290987731813,0.0161094140688786,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13178,-0.0698846306388209,-0.1145167065349885,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
13179,0.2286513036264398,0.0151487407452627,mixed,long,positive,long,long,positive,positive,mixed,mixed,0
13180,-0.1562707835234453,0.0397114293685632,ru,long,negative,long,long,negative,negative,ru,ru,3
13181,-0.0364462771268296,-0.0088632207338863,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
13182,-0.2282678126339735,0.0798590840546782,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
13183,0.4380398471704519,0.014210565763553,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
13184,0.3542659002867173,-0.0060641259283213,kz,long,positive,long,long,positive,positive,kz,kz,0
13185,0.4377354313489289,0.0930013576238205,kz,long,positive,long,long,positive,positive,kz,kz,0
13186,-0.2288352477682093,0.0824553573573358,ru,long,positive,long,long,positive,positive,ru,ru,2
13187,-0.0739272999029773,-0.0902730986542845,ru,short,positive,short,short,positive,positive,ru,ru,3
13188,-0.2350263183487421,0.1705886377787956,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
13189,-0.261582365032143,-0.2092922499119417,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13190,-0.2416517346443014,0.061837090537826,ru,medium,positive,medium,long,positive,positive,ru,ru,3
13191,-0.215132543035541,0.0427973911340413,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13192,-0.1110768796948254,-0.1053300586306296,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
13193,-0.2271281439252542,0.0964718385336996,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
13194,0.2900871870474217,-0.0107674113641504,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
13195,0.2958710623699653,-0.0023503307254246,kz,long,positive,long,long,positive,positive,kz,kz,0
13196,0.2136807764399687,0.0239212778183096,kz,short,positive,short,short,positive,positive,kz,kz,0
13197,0.4313264700982219,0.0184243473565243,kz,long,positive,long,long,positive,positive,kz,kz,0
13198,-0.2501328904297831,0.2903621182603775,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
13199,0.0862795455444339,-0.0206793553461334,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
13200,-0.1476979792818807,0.0077980842849636,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
13201,-0.1151570617860068,0.0132869138780568,ru,short,positive,short,short,positive,positive,ru,ru,3
13202,0.2775929553109075,0.0353191378538318,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13203,-0.0778667389664624,0.0094172381465018,ru,long,negative,medium,medium,negative,negative,ru,ru,1
13204,0.0465624323023467,0.0657900428372067,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed,1
13205,-0.1634186054947126,0.005523433378466,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13206,0.2028671429512824,-0.0192433787293269,kz,medium,negative,medium,long,negative,negative,kz,kz,0
13207,0.2710530844174092,-0.0014178510903267,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13208,-0.136864246704591,-0.1196924234140491,ru,long,positive,long,long,positive,positive,ru,ru,3
13209,-0.098949361239462,-0.0682633738552266,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13210,0.2765469743585095,-0.001525463371388,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
13211,0.0882965804046608,0.0665597799184449,mixed,medium,neutral,long,short,neutral,neutral,mixed,mixed,1
13212,-0.0828424219853573,-0.1183879301648063,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13213,-0.1392575670530741,0.1406734494972084,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
13214,0.1327544168456702,-0.0832178454022092,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed,1
13215,-0.0505411927518149,-0.0890304580000966,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
13216,-0.2832269250378827,0.0007675570843858,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13217,-0.1312915805570435,-0.1008502445575972,ru,long,positive,medium,long,positive,positive,ru,ru,3
13218,-0.2485827497271512,0.188274818136369,ru,long,positive,long,long,positive,positive,ru,ru,2
13219,0.3308925289887764,-0.0104751429418771,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13220,-0.141814659790485,-0.0845635169664645,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13221,0.1196982906040081,0.0153991095093561,kz,short,positive,short,short,positive,positive,kz,mixed,1
13222,0.2159686575652044,-0.0701800775666504,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,0
13223,-0.0873333203185128,-0.0163609831280918,ru,short,positive,short,short,positive,positive,ru,ru,3
13224,0.0400038788524446,-0.0956073454049144,mixed,medium,positive,long,medium,positive,positive,mixed,mixed,1
13225,0.3750008322216405,-0.0040981263875918,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
13226,-0.2158664968260174,-0.0249368347562036,ru,long,positive,long,long,positive,positive,ru,ru,3
13227,0.0400921342064038,-0.0204077291802449,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
13228,-0.1837055671130213,-0.2347461695842352,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13229,-0.1952226131726427,-0.1843145195774018,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13230,-0.1263162838540927,-0.2491724882624087,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13231,-0.2732119601560855,0.0300834328654115,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13232,0.0982622940929333,-0.0557866578486726,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
13233,-0.018276684456566,-0.0983650546072432,ru,long,neutral,long,long,neutral,neutral,ru,ru,1
13234,-0.1713150084302218,-0.0995420537533849,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13235,-0.1210216652842739,0.024211536797592,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13236,-0.2357857859734282,-0.3079737485222441,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13237,0.0964626607090044,-0.0459704205303865,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed,1
13238,-0.2320581238350053,-0.1550678602180185,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13239,0.2414356972455771,0.0235192324526928,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13240,-0.1912290280722985,-0.2292799712375807,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13241,0.2738880810190054,-0.0410365858778639,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,0
13242,0.044724054574251,-0.0210097561802684,mixed,short,negative,short,short,negative,negative,mixed,mixed,1
13243,0.3030698859225608,0.0602023382431748,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13244,-0.3056498285299065,-0.1402390596504802,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13245,-0.1217182812615131,-0.2529004360870542,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13246,-0.0956496844700084,-0.135931412787684,ru,long,positive,long,long,positive,positive,ru,ru,3
13247,0.3124963101130821,0.0199397044350406,kz,long,positive,long,long,positive,positive,kz,kz,0
13248,0.3267366314827999,0.0019480876817326,kz,long,positive,long,long,positive,positive,kz,kz,0
13249,-0.1975497149841653,-0.054127798590809,ru,long,negative,long,long,negative,negative,ru,ru,3
13250,-0.2306417587145586,-0.0723871697966791,ru,long,positive,long,long,positive,positive,ru,ru,3
13251,-0.3135718010352741,0.490342402618645,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
13252,-0.1470997928995989,-0.1103634032342035,ru,long,positive,long,long,positive,positive,ru,ru,3
13253,-0.2138056276801523,-0.3311321689053547,ru,long,positive,long,long,positive,positive,ru,ru,3
13254,0.1695402142664975,0.0754948627913066,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
13255,0.3885226979812481,-0.0136432185260555,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
13256,-0.1811269066643361,-0.1892653730383176,ru,long,positive,long,long,positive,positive,ru,ru,3
13257,-0.0607451116818114,-0.0278754406531434,ru,short,positive,short,short,positive,positive,ru,ru,1
13258,-0.2165136729600394,0.0183336083060919,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13259,0.4548388607107849,0.0934099313291809,kz,long,positive,long,long,positive,positive,kz,kz,0
13260,-0.1008238242382486,-0.1195248678051077,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13261,-0.143966610542822,-0.1338234725828027,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13262,0.0958240920133132,-0.0138657593079205,kz,short,negative,short,short,negative,negative,kz,kz,1
13263,-0.1703255560487342,0.4353056337759337,ru,short,positive,short,short,positive,positive,ru,ru,2
13264,-0.1389445832853807,-0.1538402350975065,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13265,0.1361459936669671,-0.0152299487856341,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
13266,-0.0165906153170933,-0.0431447074843918,ru,short,negative,short,short,negative,negative,ru,ru,1
13267,-0.2214872955219818,-0.13905799476995,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13268,0.4084267379363037,0.019663611215845,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
13269,0.1476136132189057,-0.0782135095584388,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
13270,-0.1820010409771982,0.0823393893468161,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
13271,0.4069570252694311,-0.015292276483946,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
13272,-0.0414023660437566,-0.0553862173097538,ru,medium,positive,medium,medium,positive,positive,ru,ru,1
13273,-0.1747805243627877,-0.0712949499827587,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13274,-0.117748358134502,-0.2533264212871396,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13275,-0.2277974957411213,0.1889901472470762,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
13276,-0.2317986529827211,-0.0222240281236684,ru,long,positive,long,long,positive,positive,ru,ru,3
13277,0.39392802893981,0.0770023035189412,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13278,-0.2071656203078027,0.0766080903255663,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
13279,-0.1656917122872374,-0.1456589938010358,ru,long,positive,long,long,positive,positive,ru,ru,3
13280,0.2093083511501188,-0.0593217225382497,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed,0
13281,-0.0916784697755023,-0.1617110584298206,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13282,0.0562824536849926,-0.0241153669832893,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
13283,-0.2580951014987543,0.044384138378909,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13284,-0.2239844337881565,0.0349786712143438,ru,medium,positive,medium,long,positive,positive,ru,ru,3
13285,0.362804102464894,0.028832229524628,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13286,0.0005882264375075,-0.0695140232744709,mixed,medium,negative,medium,long,negative,negative,mixed,mixed,1
13287,-0.1316503633249391,0.009760512762783,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
13288,0.2732545806432718,-0.0191818992944009,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13289,0.1501211314905421,-0.0557301847364866,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
13290,-0.1479073535532711,-0.2130700564716451,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
13291,0.0913856978992061,-0.0050088198570601,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
13292,0.0968498631110676,-0.0326910806339559,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
13293,0.0685208675970421,0.0545982615922635,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
13294,0.3991783607195575,0.0723932354160256,kz,long,positive,long,long,positive,positive,kz,kz,0
13295,-0.169924382452326,0.0341374526260176,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13296,0.2722662222508786,0.0041757680692725,kz,medium,positive,medium,long,positive,positive,kz,kz,0
13297,-0.2758616554882383,-0.0603856486948643,ru,long,positive,long,long,positive,positive,ru,ru,3
13298,-0.2375569792434913,0.0906786330608686,ru,long,positive,long,long,positive,positive,ru,ru,2
13299,0.271073567078456,0.00515161773297,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13300,0.155455849490652,-0.0102698720120272,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
13301,0.2295132711942068,-0.0151172733039943,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
13302,0.3363563971163871,0.0329745223393596,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
13303,-0.1873615290458382,-0.0344613512233223,ru,long,negative,long,long,negative,negative,ru,ru,3
13304,0.099096426077914,-0.0398573941024269,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
13305,-0.1178041370962699,0.0142509565292079,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
13306,0.3854258141176279,0.0992614248749862,kz,long,positive,long,long,positive,positive,kz,kz,0
13307,-0.2553984994775504,-0.3155310112965562,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13308,-0.2420165315823688,-0.2574057711149018,ru,long,positive,long,long,positive,positive,ru,ru,3
13309,0.1798593008719041,-0.0149031623412122,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
13310,-0.0438998725278725,-0.1575250349792756,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13311,-0.1239382064801782,-0.1424089341613632,ru,long,positive,long,long,positive,positive,ru,ru,3
13312,-0.0816593554214067,-0.124205707786084,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13313,-0.3135842927915198,-0.2682664016603407,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13314,0.1438252758274738,-0.022299054066427,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
13315,-0.0017423456319237,-0.0659486757451962,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
13316,0.274070575914382,-0.0014648705596216,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
13317,-0.1809808574233563,0.0524580280970766,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13318,-0.1379381241863362,-0.0850788789933971,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13319,-0.1376584395471676,-0.1219203680574291,ru,long,positive,long,long,positive,positive,ru,ru,3
13320,0.2987413953734679,0.0390717139953025,kz,long,positive,long,long,positive,positive,kz,kz,0
13321,-0.0067337518027747,-0.0503270774693101,ru,short,negative,short,short,negative,negative,ru,ru,1
13322,-0.2162050737387932,-0.1802117404986117,ru,long,positive,long,long,positive,positive,ru,ru,3
13323,-0.1736900712663767,0.0616256032987584,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
13324,0.4036922160250484,0.0162904751337644,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
13325,-0.0730889092465105,0.0223044520477538,ru,long,positive,long,long,positive,positive,ru,ru,1
13326,-0.1787186527319787,-0.2330496613718941,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13327,-0.1673524055549063,0.0384653976436103,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13328,0.1785760530067754,-0.0607655883384255,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
13329,-0.2853276739161186,0.3173210597878945,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
13330,-0.3179245864779969,-0.2630126154097352,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13331,-0.1406747007281144,-0.1273236291660067,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13332,-0.1692193540818193,0.4317461625264474,ru,short,positive,short,short,positive,positive,ru,ru,2
13333,-0.04690150506676,-0.0853812610074983,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
13334,-0.2283895327669408,0.0568795578314431,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13335,-0.1758857663811138,-0.0894986184433605,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13336,-0.042568527901717,0.009735805997854,ru,short,positive,short,short,positive,positive,ru,ru,1
13337,-0.129683872562083,-0.1106040018837735,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13338,-0.1049277659917666,-0.1401928061183452,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13339,-0.1726108847328842,-0.1799660991680843,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13340,-0.1250949989542606,-0.2634691530776645,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13341,-0.2068472064956246,0.0607102553249303,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13342,-0.1360156362550949,0.0124036324803897,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
13343,-0.0406548694429594,-0.0578564722208126,ru,medium,positive,medium,medium,positive,positive,ru,ru,1
13344,0.0271103556266232,-0.0037142768661702,mixed,medium,positive,long,long,positive,positive,mixed,mixed,1
13345,0.338939838414889,-0.0309780371060082,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
13346,-0.1335428619954174,0.0072615643427365,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13347,0.1226907184362093,-0.009550965929467,kz,short,negative,short,short,negative,negative,kz,kz,1
13348,0.3666166840011492,0.1228242491089772,kz,long,positive,medium,medium,positive,positive,kz,kz,0
13349,-0.0361615147855393,0.0317720048879089,ru,short,positive,short,short,positive,positive,ru,ru,1
13350,0.4434798229248917,0.0923354388671809,kz,long,positive,long,long,positive,positive,kz,kz,0
13351,0.2162534432295986,0.0477954742096725,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13352,-0.1208766996466381,-0.0965019490730118,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13353,0.3637202003406417,0.0325967727116842,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
13354,-0.2191477450868514,0.0484453717325913,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13355,-0.1286164103886888,-0.2090776847696941,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13356,0.0653841363451163,0.0735608076268859,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed,1
13357,-0.1462010882473933,0.0583020364582206,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
13358,0.0619827584525448,-0.0387833770658319,mixed,medium,positive,long,medium,positive,positive,mixed,mixed,1
13359,0.2011160751349996,0.0443062225735264,kz,short,positive,short,short,positive,positive,kz,kz,0
13360,-0.205862882565773,-0.2268649027006415,ru,long,positive,long,long,positive,positive,ru,ru,3
13361,0.2999736218404676,0.0322482446754269,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13362,0.0684638304632832,-0.0284597040686884,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
13363,-0.0692274182420995,-0.1329334001948814,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13364,-0.1965197617396075,0.1613767862933841,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
13365,0.1378087027309683,0.0463491437321298,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
13366,-0.2243668019051709,-0.1622525993615611,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13367,0.0926375899012958,-0.0364125045370848,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
13368,0.4040501025542973,-0.0207074872144662,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
13369,0.0102568507025608,-0.0587288900632066,ru,short,negative,short,short,negative,negative,ru,ru,1
13370,0.2403639511901427,0.0139632685513022,kz,long,positive,medium,long,positive,positive,kz,kz,0
13371,0.0561506564646478,-0.0700276235144543,mixed,medium,negative,medium,medium,negative,negative,mixed,mixed,1
13372,0.3780788940783771,-0.0196825095588762,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
13373,-0.0487999408081262,-0.0876087082856897,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
13374,-0.1229520528365228,-0.2589363175124783,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13375,-0.1998447051234298,-0.2373172718293207,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13376,-0.2116801928193125,0.1636818497167352,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
13377,0.2510246705644045,0.0259578593730622,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13378,-0.237710466382844,0.3256635333186997,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
13379,-0.0502266091392779,-0.0885938969306521,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
13380,-0.2992808133860772,0.4571805914421349,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
13381,0.3063705330545718,0.0026671791913815,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13382,-0.20323780540771,0.0055770387903731,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13383,-0.3043036124040302,0.0694499815074453,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
13384,0.0878817162098869,-0.0163740865055673,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
13385,-0.3074345875755231,0.2854101137738221,ru,long,positive,long,long,positive,positive,ru,ru,2
13386,-0.163930737308227,-0.1526698996987943,ru,long,positive,long,long,positive,positive,ru,ru,3
13387,0.3548688257076061,0.0260983031359272,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13388,-0.1214100094268022,-0.2519685724380698,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13389,-0.1731253502469138,0.0533489029070881,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13390,-0.100631080602997,-0.1221997250563221,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13391,0.2968905256865289,0.0591604143757843,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13392,0.2542412500560348,0.0112775064044755,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
13393,0.1628472767850819,-0.0258973482769297,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
13394,0.1567378492688361,-0.0182958097548615,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
13395,-0.1913552976476169,0.0051573756318517,ru,long,positive,long,long,positive,positive,ru,ru,3
13396,-0.2079186174317883,0.0386037507980867,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13397,-0.1904524271820954,-0.2332056913704849,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13398,-0.3003426519962711,-0.2574802170240919,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13399,-0.0641846380949083,-0.112403543375262,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13400,-0.2108792156756345,0.0644750682567157,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13401,0.1858931144227872,-0.0314699477916034,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
13402,-0.1478322352476723,-0.2442312613421796,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
13403,0.1128289978815272,-0.0324845307109149,mixed,medium,negative,medium,medium,negative,negative,mixed,mixed,1
13404,-0.1414253249842136,0.0127715196430769,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13405,-0.2804179117785185,0.1271864565290186,ru,long,positive,long,long,positive,positive,ru,ru,2
13406,-0.1288779238570502,-0.1346239378139269,ru,long,positive,long,long,positive,positive,ru,ru,3
13407,0.2483381716874008,-0.0019002101490177,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
13408,-0.1375628051279344,-0.2949768777084562,ru,long,positive,long,long,positive,positive,ru,ru,3
13409,0.1115793302223405,-0.0060494437474641,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
13410,-0.1143788915122519,-0.1201627789287166,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13411,-0.2200667027598992,0.0480511327889637,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13412,-0.2358992381033071,0.0388066862662227,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13413,-0.2961884100694618,-0.0495021231204004,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13414,-0.1690739028316676,-0.2042437897876598,ru,long,positive,long,long,positive,positive,ru,ru,3
13415,-0.2268118076902413,-0.1615606045290701,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13416,-0.121839058892955,-0.1413787849429837,ru,long,positive,long,long,positive,positive,ru,ru,3
13417,0.1033622524136159,0.0408572678246651,mixed,medium,negative,medium,short,negative,negative,mixed,mixed,1
13418,-0.0402529732631014,0.0498776880456781,ru,short,positive,short,short,positive,positive,ru,ru,1
13419,-0.1858673785738983,0.0909132923694471,ru,long,negative,long,long,negative,negative,ru,ru,2
13420,-0.2182493461907294,0.0524717376887094,ru,medium,positive,medium,long,positive,positive,ru,ru,3
13421,-0.1049009372596958,-0.1346874518296728,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
13422,-0.3506273266010269,-0.0935730192687207,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
13423,-0.0343906583865388,-0.106924369429336,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13424,-0.0457636055425323,0.0246748664535917,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed,1
13425,-0.0849251186529012,-0.1791992732932772,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13426,-0.2615819378712069,0.0655463060872744,ru,long,positive,long,long,positive,positive,ru,ru,2
13427,-0.0225417945994183,-0.0576896148509336,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed,1
13428,-0.211634071989996,0.0222150248644919,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13429,0.0708831151047227,-0.0909376919626339,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
13430,-0.0622193486688337,-0.0691212169902526,ru,short,positive,short,short,positive,positive,ru,ru,3
13431,-0.0498592073074234,-0.1126389861757518,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
13432,-0.0552187607891611,-0.1613891173374282,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
13433,0.3415640582907125,0.0379460908217108,kz,long,positive,long,long,positive,positive,kz,kz,0
