row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred
14156,-0.21259519348597627,0.030181101984115465,ru,medium,positive,medium,medium,positive,positive,ru,ru
14157,-0.07953125972836785,0.47718959672336364,mixed,short,positive,short,short,positive,positive,mixed,mixed
14158,-0.18562386528611347,-0.19517637029029244,ru,long,positive,long,long,positive,positive,ru,ru
14159,0.2773035874099513,-0.005012483369855668,kz,medium,positive,medium,medium,positive,positive,kz,kz
14160,-0.18722377742506296,0.043870404736636906,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14161,0.029766216519473705,-0.021644440430848073,ru,short,negative,short,short,negative,negative,ru,ru
14162,-0.12258307268564471,-0.14598736859678227,ru,medium,positive,medium,medium,positive,positive,ru,ru
14163,-0.057958506952047295,-0.11867057726043352,ru,medium,negative,medium,medium,negative,negative,ru,ru
14164,-0.07954965231912853,-0.10036350863100824,ru,short,positive,short,short,positive,positive,ru,ru
14165,0.33676837796156606,-0.006138062381258711,kz,medium,positive,medium,medium,positive,positive,kz,kz
14166,0.28749263735714214,-0.016547190434294597,kz,long,negative,long,medium,negative,negative,kz,kz
14167,0.08646231760530214,-0.19665990794358856,mixed,long,positive,long,long,positive,positive,mixed,mixed
14168,-0.13572508765120034,-0.16615105396900695,ru,medium,positive,medium,medium,positive,positive,ru,ru
14169,-0.06365726624673228,-0.10495168303322921,ru,medium,negative,medium,medium,negative,negative,ru,ru
14170,0.3449953257424118,0.0033152378272510753,kz,medium,positive,medium,medium,positive,positive,kz,kz
14171,-0.19565182584791013,-0.0639906754018424,ru,long,positive,long,long,positive,positive,ru,ru
14172,-0.17742005773787523,-0.07379727246002064,ru,medium,positive,medium,medium,positive,positive,ru,ru
14173,-0.23474226585094213,0.05013238385716192,ru,medium,positive,long,long,positive,positive,ru,ru
14174,0.3346747944025987,0.038476672630879956,kz,medium,positive,medium,medium,positive,positive,kz,kz
14175,0.1571174217316984,-0.032601851390275,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
14176,-0.20563139337998074,0.062447940156113255,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14177,0.04912946029415322,0.021911894595452824,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
14178,-0.17406663558145768,-0.08274205206240175,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14179,-0.20897458028711174,0.019462325331716743,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14180,0.13853077717609033,-0.027201113402025724,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed
14181,0.19754220015292503,-0.009322565086644875,kz,short,positive,short,short,positive,positive,kz,kz
14182,0.28602704471757834,-0.011662359380341209,kz,long,positive,long,long,positive,positive,kz,kz
14183,-0.0520010474624108,0.19159957750046536,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
14184,-0.26629844263370034,-0.01222915075849066,ru,long,positive,long,long,positive,positive,ru,ru
14185,0.18364332412189638,0.03335486601366077,kz,short,positive,short,short,positive,positive,kz,kz
14186,-0.16693615782466764,0.4470981210932522,ru,short,positive,short,short,positive,positive,ru,ru
14187,0.38582974271809345,0.013983904599455841,kz,long,positive,long,long,positive,positive,kz,kz
14188,-0.21461174573973127,0.03047499433572958,ru,medium,positive,medium,medium,positive,positive,ru,ru
14189,0.27508670314954914,-0.013464602370638415,kz,medium,positive,medium,medium,positive,positive,kz,kz
14190,0.3646397388364945,0.0447303103711351,kz,long,neutral,long,long,neutral,neutral,kz,kz
14191,-0.12307985554161471,-0.16092568865847579,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14192,-0.00236668985890607,0.1267898966477427,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
14193,0.4087969774645418,0.007771991345242766,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14194,-0.10119639549010721,-0.18742623722861063,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14195,-0.29115874726369073,0.3403052658688154,ru,long,positive,long,long,positive,positive,ru,ru
14196,-0.24707001444696186,0.16892227358185963,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14197,-0.29594327725497294,-0.2548277006239693,ru,long,neutral,long,long,neutral,neutral,ru,ru
14198,-0.09661597280956978,-0.14822373666586103,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14199,-0.09503147772702372,-0.1180655865906759,ru,long,positive,long,long,positive,positive,ru,ru
14200,0.3352382803236479,0.040505847063694395,kz,medium,positive,medium,medium,positive,positive,kz,kz
14201,-0.0363722957282068,0.03213765457674913,ru,short,positive,short,short,positive,positive,ru,ru
14202,-0.22262047540922142,0.10919339780958794,ru,medium,positive,medium,medium,positive,positive,ru,ru
14203,0.30148218968248436,-0.018953261467993695,kz,long,positive,long,long,positive,positive,kz,kz
14204,0.3624074226334976,0.07143206103066903,kz,long,positive,long,long,positive,positive,kz,kz
14205,-0.2998363919933718,-0.25394418764143817,ru,long,neutral,long,long,neutral,neutral,ru,ru
14206,0.17744898788953373,-0.010424890371866375,kz,short,positive,short,short,positive,positive,kz,mixed
14207,0.20496408290724252,-0.05917733614423454,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed
14208,-0.25992821344329337,-0.009456781943991428,ru,long,neutral,long,long,neutral,neutral,ru,ru
14209,-0.16595389620439285,0.41980438207974774,ru,short,positive,short,short,positive,positive,ru,ru
14210,0.2768839602493204,0.00844684072362695,kz,medium,positive,medium,medium,positive,positive,kz,kz
14211,-0.07223371938602353,-0.13178073727815912,ru,medium,positive,medium,medium,positive,positive,ru,ru
14212,-0.045926634211437,0.034745463628873006,ru,short,positive,short,short,positive,positive,ru,ru
14213,0.12440172756045034,0.31908567403858445,mixed,long,positive,long,long,positive,positive,mixed,mixed
14214,0.11513641159735366,0.10386142411453148,mixed,long,positive,long,long,positive,positive,mixed,mixed
14215,-0.12495849404752726,0.011390654181381778,ru,short,neutral,short,short,neutral,neutral,ru,ru
14216,-0.17549887717589915,-0.02355920466798099,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14217,0.4073295215537158,-0.006782111836252776,kz,long,neutral,long,long,neutral,neutral,kz,kz
14218,0.4000386026840139,-0.004833397625230064,kz,long,neutral,long,long,neutral,neutral,kz,kz
14219,0.2591182221747021,0.004368316307254045,kz,medium,positive,medium,medium,positive,positive,kz,kz
14220,0.2917813048186971,-0.009814763133736098,kz,medium,positive,long,long,positive,positive,kz,kz
14221,-0.044756896432549036,-0.06296029274471335,ru,medium,positive,medium,medium,positive,positive,ru,ru
14222,-0.13504410761496222,-0.12757417283233088,ru,medium,positive,medium,medium,positive,positive,ru,ru
14223,-0.23344505756769152,0.20124593692995077,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14224,-0.23813077850220404,0.08711757261659436,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14225,0.19652777610791194,0.0027918429538551504,mixed,long,positive,long,long,positive,positive,mixed,mixed
14226,-0.06774758110748164,-0.12242649400620632,ru,medium,positive,medium,medium,positive,positive,ru,ru
14227,-0.04424850660170129,0.04728693765432038,ru,short,positive,short,short,positive,positive,ru,ru
14228,0.2297647362297293,0.010567869594225902,kz,long,negative,long,long,negative,negative,kz,kz
14229,0.11438680574691076,-0.09254401621764025,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14230,-0.2027009362764695,0.05511193563892381,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14231,-0.19344133627360074,-0.08616455630801642,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14232,0.15477809290732236,-0.007653584801744207,kz,short,negative,short,short,negative,negative,kz,kz
14233,0.09816963933095879,0.0740742573253146,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
14234,-0.3167261963377391,-0.06223462857184453,ru,long,neutral,long,long,neutral,neutral,ru,ru
14235,0.40883555146266,-0.007719597809234659,kz,long,positive,long,long,positive,positive,kz,kz
14236,-0.12169730235807875,0.013698486597706967,ru,short,neutral,short,short,neutral,neutral,ru,ru
14237,-0.08841445294453612,-0.18811418780739705,ru,medium,positive,medium,medium,positive,positive,ru,ru
14238,0.3919088718928127,0.0024380472619786493,kz,long,positive,long,long,positive,positive,kz,kz
14239,0.21697306812460604,0.024388563918097385,kz,short,positive,short,short,positive,positive,kz,kz
14240,-0.19032865392974932,0.0467670804376993,ru,medium,positive,medium,medium,positive,positive,ru,ru
14241,-0.12688299693547678,-0.15362864649214325,ru,long,neutral,long,long,neutral,neutral,ru,ru
14242,-0.25282478436256883,0.14370963019704405,ru,long,positive,long,long,positive,positive,ru,ru
14243,-0.16986646795809837,-0.17535552404685048,ru,long,positive,long,long,positive,positive,ru,ru
14244,0.37366686077457956,0.014133056659582855,kz,long,neutral,long,long,neutral,neutral,kz,kz
14245,-0.3656194024041423,0.3931808761921142,ru,long,positive,long,long,positive,positive,ru,ru
14246,-0.15387131995855427,-0.010769275195033247,ru,long,neutral,long,long,neutral,neutral,ru,ru
14247,-0.12864976111297483,-0.2644712997604386,ru,medium,positive,medium,medium,positive,positive,ru,ru
14248,-0.19501898655775893,0.021602270009811003,ru,medium,positive,medium,medium,positive,positive,ru,ru
14249,-0.20858642923657653,-0.07879471865056985,ru,long,positive,long,long,positive,positive,ru,ru
14250,-0.12227629651125421,-0.1491360502961578,ru,medium,positive,medium,medium,positive,positive,ru,ru
14251,0.021006683118878447,0.024161250801278733,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14252,-0.10384586822172608,-0.18253575634856647,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14253,-0.27958771248664954,0.44805381132883476,ru,medium,positive,medium,medium,positive,positive,ru,ru
14254,-0.2318732952218202,-0.15420550797476537,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14255,0.12490302410918451,-0.048760837985745945,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
14256,-0.08124666537516528,-0.1291341601072039,ru,long,negative,long,long,negative,negative,ru,ru
14257,0.33168849761249203,0.008589846120676852,kz,medium,positive,medium,medium,positive,positive,kz,kz
14258,0.31739329137241185,0.014781064373899798,kz,medium,positive,medium,medium,positive,positive,kz,kz
14259,-0.17235524273909453,-0.2455005617472448,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14260,0.3357457727712584,-0.018401770962772297,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14261,0.36966873072048106,0.023077304954098717,kz,long,positive,long,long,positive,positive,kz,kz
14262,0.08329592762654454,0.019263667923955164,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
14263,0.33497732392615254,0.017032444594027706,kz,medium,positive,medium,medium,positive,positive,kz,kz
14264,-0.1663671600014823,0.027985967128894305,ru,medium,positive,medium,medium,positive,positive,ru,ru
14265,-0.14382835273232808,-0.2046161287648927,ru,long,neutral,medium,medium,neutral,neutral,ru,ru
14266,-0.04513817028169688,-0.10879053686215588,ru,medium,positive,medium,medium,positive,positive,ru,ru
14267,-0.17884903534641527,-0.08820036879542752,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14268,0.03435398638265969,0.02356030677617091,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14269,0.24223736498417736,-0.010937829129941987,kz,medium,negative,medium,medium,negative,negative,kz,kz
14270,0.3190624927273536,-0.006047141356349498,kz,long,positive,long,long,positive,positive,kz,kz
14271,0.402857456335988,0.014126454125090324,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14272,0.38936834999453834,0.02712158813537297,kz,long,positive,long,long,positive,positive,kz,kz
14273,-0.12123220589960983,-0.1383093656231154,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14274,-0.1788885237983705,-0.023605965915073444,ru,long,positive,long,long,positive,positive,ru,ru
14275,-0.22705984726180145,0.13096901662943738,ru,medium,positive,medium,medium,positive,positive,ru,ru
14276,-0.17752845047317317,-0.19736241930353035,ru,long,neutral,long,long,neutral,neutral,ru,ru
14277,0.441305248126003,0.09585828485260198,kz,long,positive,long,long,positive,positive,kz,kz
14278,-0.2671731513142006,0.002688058744671156,ru,long,neutral,long,long,neutral,neutral,ru,ru
14279,0.2093397735694418,0.023027401111420206,kz,short,positive,short,short,positive,positive,kz,kz
14280,0.23824599669159655,0.06770749355251263,mixed,long,positive,long,long,positive,positive,mixed,mixed
14281,0.30725389934910824,0.00040938283218769963,kz,medium,positive,long,long,positive,positive,kz,kz
14282,-0.15229400410438707,-0.08527560182653852,ru,medium,positive,medium,medium,positive,positive,ru,ru
14283,0.3340635338580612,-0.013595032842585562,kz,long,positive,long,long,positive,positive,kz,kz
14284,0.25112691779672724,0.017995546307469197,kz,medium,negative,medium,medium,negative,negative,kz,kz
14285,0.01774532913377004,-0.05125787695862517,ru,short,neutral,short,short,neutral,neutral,ru,ru
14286,-0.19291656044989752,-0.0659904602348158,ru,long,neutral,long,long,neutral,neutral,ru,ru
14287,-0.2126786639017507,-0.08152476457566742,ru,medium,positive,medium,medium,positive,positive,ru,ru
14288,-0.29869068118489767,-0.14199643746003537,ru,long,neutral,long,long,neutral,neutral,ru,ru
14289,-0.14504725703613497,0.060722504833606174,ru,medium,negative,medium,medium,negative,negative,ru,ru
14290,0.3347483574519715,0.02347729001593001,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14291,0.12521002147369653,0.3351801551920171,mixed,long,positive,long,long,positive,positive,mixed,mixed
14292,0.3223394702222071,0.010909250934414352,kz,medium,positive,medium,medium,positive,positive,kz,kz
14293,0.17093180571889816,-0.013840757314330827,kz,short,neutral,short,short,neutral,neutral,kz,kz
14294,-0.18780608949065042,-0.24554800545899888,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14295,-0.17478180110291108,-0.23320032360020598,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14296,-0.11134836088348887,-0.11894851906112358,ru,medium,negative,medium,medium,negative,negative,ru,ru
14297,-0.03912945547844454,0.0333738402406847,ru,short,positive,short,short,positive,positive,ru,ru
14298,-0.21176503347883854,0.10973702186447046,ru,medium,positive,medium,medium,positive,positive,ru,ru
14299,0.11605999270129978,-0.008721244072848808,kz,short,negative,short,short,negative,negative,kz,mixed
14300,-0.27684722753550906,-0.12966299231033307,ru,long,positive,long,long,positive,positive,ru,ru
14301,-0.06179418511072508,-0.11591424347623522,ru,medium,positive,medium,medium,positive,positive,ru,ru
14302,-0.21458157320115936,-0.006285412810971602,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14303,-0.16258684716149172,0.43866781560303564,ru,short,positive,short,short,positive,positive,ru,ru
14304,0.01895984669182864,-0.05598927600752424,mixed,short,positive,short,short,positive,positive,mixed,mixed
14305,0.0549354449245831,-0.20775569427716825,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14306,0.06890104854155364,-0.004607875323519887,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14307,-0.18088434454326194,-0.20616551011415152,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14308,-0.2703030729754259,-0.039024124045099126,ru,long,positive,long,long,positive,positive,ru,ru
14309,-0.2143005190940512,0.13772772021633967,ru,long,positive,long,long,positive,positive,ru,ru
14310,-0.1482403794511992,0.06165054812182145,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14311,0.3460992360642264,0.0252923806070586,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14312,0.04545477592567768,-0.09037872925200548,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14313,0.12778961458925053,-0.027863848380884657,mixed,medium,negative,medium,medium,negative,negative,mixed,mixed
14314,-0.25478898966811847,0.22693083838120873,ru,long,positive,long,long,positive,positive,ru,ru
14315,0.06670698916082418,0.010681161614475753,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
14316,0.018249899615240626,-0.043964011564635995,ru,short,positive,short,short,positive,positive,ru,ru
14317,0.25086906167202483,0.0030415925315228753,kz,medium,positive,medium,medium,positive,positive,kz,kz
14318,-0.017579284791638748,-0.03213667195084871,mixed,short,negative,short,short,negative,negative,ru,ru
14319,0.26235021530503944,-0.023505683947669644,kz,medium,negative,medium,medium,negative,negative,kz,kz
14320,0.3352760942261359,-0.01094106950112521,kz,medium,positive,medium,medium,positive,positive,kz,kz
14321,-0.20412024177138816,-0.3095027354309115,ru,long,positive,long,long,positive,positive,ru,ru
14322,-0.050780651950643456,0.09387474186504573,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14323,-0.0706374954138818,-0.12466544913976096,ru,long,positive,long,long,positive,positive,ru,ru
14324,-0.2211401795621031,0.012262282526960237,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14325,-0.06337404455090445,0.0188678449949799,ru,short,positive,short,short,positive,positive,ru,ru
14326,0.17305304460344556,0.000659512916457205,mixed,long,positive,long,long,positive,positive,mixed,mixed
14327,0.25536059483076434,0.09185324451345662,kz,short,positive,short,short,positive,positive,kz,kz
14328,0.3008233956440632,0.010379172480100497,kz,long,negative,long,long,negative,negative,kz,kz
14329,0.1981037492220906,-0.05723458086693246,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed
14330,0.2723811402594194,0.03268103847859786,kz,medium,positive,medium,medium,positive,positive,kz,kz
14331,0.28162307980837126,0.05502313160860808,mixed,long,positive,long,long,positive,positive,mixed,mixed
14332,-0.30127886205767834,-0.14053843390059162,ru,long,neutral,long,long,neutral,neutral,ru,ru
14333,0.15667682223832122,-0.08161391020079622,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed
14334,0.262527872366015,-0.035217713133167836,mixed,long,positive,long,long,positive,positive,mixed,mixed
14335,-0.027943327472184237,-0.03495965965415385,ru,short,neutral,short,short,neutral,neutral,ru,ru
14336,-0.030410289494893154,-0.05183073164232923,ru,medium,positive,medium,medium,positive,positive,ru,ru
14337,-0.2211715491973004,0.038471051651488994,ru,medium,positive,medium,medium,positive,positive,ru,ru
14338,-0.11389742104242925,-0.2455290905426842,ru,medium,positive,medium,medium,positive,positive,ru,ru
14339,-0.2670801272264246,0.013919168474532069,ru,long,neutral,long,long,neutral,neutral,ru,ru
14340,-0.17701457484483954,-0.20337792802640373,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14341,-0.209670038411803,0.05043207911839252,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14342,-0.22589864040245813,0.2134400836761953,ru,long,positive,long,long,positive,positive,ru,ru
14343,0.18297138719472752,0.011043497909861208,mixed,long,positive,long,long,positive,positive,mixed,mixed
14344,0.14384915035662513,0.017847723644995633,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
14345,0.3430151869707939,0.10134766970168577,kz,medium,positive,medium,medium,positive,positive,kz,kz
14346,-0.16441742968437265,0.4426497974190738,ru,short,positive,short,short,positive,positive,ru,ru
14347,0.07006207199634554,0.35048494378524714,mixed,long,positive,long,long,positive,positive,mixed,mixed
14348,-0.22972626455849107,0.03929522325713335,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14349,-0.03179605031947756,-0.10890533927341155,ru,long,negative,long,medium,negative,negative,ru,ru
14350,-0.17993685631822035,-0.02913507459543725,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14351,0.07102038041448967,0.08031799943410431,mixed,long,positive,long,long,positive,positive,mixed,mixed
14352,-0.14369101873945422,-0.14736271074411894,ru,long,positive,long,long,positive,positive,ru,ru
14353,-0.25101665048326305,0.12084458253695561,ru,long,positive,long,long,positive,positive,ru,ru
14354,-0.04596104698290028,-0.08436911026715914,ru,short,neutral,short,short,neutral,neutral,ru,ru
14355,-0.19365962293265054,0.0014983985376536648,ru,long,positive,long,long,positive,positive,ru,ru
14356,-0.1745328867796191,0.02087351789453698,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14357,-0.2413497570148587,0.20468705586831532,ru,long,positive,long,long,positive,positive,ru,ru
14358,0.31509016582636434,-0.026964681261302557,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14359,0.1943013633956629,-0.005555806684702319,kz,short,neutral,short,short,neutral,neutral,kz,kz
14360,-0.08590795580980655,0.4651877063970117,mixed,short,positive,short,short,positive,positive,mixed,mixed
14361,-0.20129192150677772,0.12703198097553106,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14362,0.3069160008455955,-0.0005926236078767549,kz,medium,positive,medium,long,positive,positive,kz,kz
14363,0.0327072136613756,-0.04441731061137596,ru,short,positive,short,short,positive,positive,ru,ru
14364,0.2484773694036972,-0.028553295937726333,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
14365,0.2422148262263985,0.08593853535017192,mixed,short,positive,short,short,positive,positive,kz,mixed
14366,-0.12788409737861642,0.010670473898853509,ru,short,neutral,short,short,neutral,neutral,ru,ru
14367,-0.25339131021635886,0.2631835014778394,ru,medium,positive,medium,medium,positive,positive,ru,ru
14368,-0.26882695383524025,0.03919965229573155,ru,medium,positive,medium,medium,positive,positive,ru,ru
14369,0.30263599943202585,-0.016849480044824137,kz,medium,positive,medium,medium,positive,positive,kz,kz
14370,-0.09504769478408132,-0.10389408684325159,ru,medium,negative,medium,medium,negative,negative,ru,ru
14371,0.10305702599120393,-0.021610034958135266,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
14372,-0.29590722547516096,0.3117229521486431,ru,medium,positive,medium,medium,positive,positive,ru,ru
14373,-0.04720258217213233,-0.08528035952988144,ru,short,neutral,short,short,neutral,neutral,ru,ru
14374,-0.047953030955691554,-0.08619603369277276,ru,short,neutral,short,short,neutral,neutral,ru,ru
14375,0.10996962410187194,-0.03761443380878007,mixed,medium,negative,short,short,negative,negative,mixed,mixed
14376,-0.21241125289505966,0.08596103175644147,ru,medium,positive,medium,medium,positive,positive,ru,ru
14377,0.15675159283691298,-0.03702412029489793,mixed,long,negative,long,long,negative,negative,mixed,mixed
14378,-0.27130812827263184,0.01796253453712089,ru,medium,positive,medium,medium,positive,positive,ru,ru
14379,-0.24832040522169793,0.0841721580986547,ru,medium,positive,medium,medium,positive,positive,ru,ru
14380,-0.13688854564535025,-0.15388883854303595,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14381,-0.17068129813797547,-0.09777030394264495,ru,long,positive,long,long,positive,positive,ru,ru
14382,-0.17256300303866798,-0.03384720500304947,ru,long,positive,long,long,positive,positive,ru,ru
14383,0.1407871920759246,-0.08650012970965386,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed
14384,-0.1369019948665605,-0.08159055750046702,ru,medium,positive,medium,medium,positive,positive,ru,ru
14385,-0.1893520308801698,-0.0652573881482536,ru,long,positive,long,long,positive,positive,ru,ru
14386,-0.21327196029874698,-0.07120655895584692,ru,medium,positive,medium,medium,positive,positive,ru,ru
14387,-0.1564208570024459,0.040261446266174616,ru,medium,negative,medium,medium,negative,negative,ru,ru
14388,-0.11671539303907644,-0.25182550731456377,ru,medium,positive,medium,medium,positive,positive,ru,ru
14389,-0.20096136694136563,0.052305032608274696,ru,medium,positive,medium,medium,positive,positive,ru,ru
14390,-0.1800068450144988,-0.10056600275203458,ru,medium,positive,long,long,positive,positive,ru,ru
14391,-0.14112173602606234,0.003943035683022083,ru,long,negative,medium,medium,negative,negative,ru,ru
14392,-0.11695749739531433,-0.13241430960856904,ru,long,positive,long,long,positive,positive,ru,ru
14393,0.145359902187183,-0.08149974246817906,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed
14394,0.2822748669803142,-0.022676958174177666,kz,medium,positive,medium,medium,positive,positive,kz,kz
14395,-0.14837227231354805,-0.1614292723516233,ru,long,neutral,long,long,neutral,neutral,ru,ru
14396,-0.2739017374024358,0.46045366359743156,ru,long,positive,long,long,positive,positive,ru,ru
14397,0.15068887957025462,-0.08994204854120252,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed
14398,-0.35034399475092426,-0.09071621144315387,ru,long,neutral,long,long,neutral,neutral,ru,ru
14399,-0.2416488200172765,-0.21280340484690183,ru,long,positive,long,long,positive,positive,ru,ru
14400,0.1980589675485606,-0.024917650293574296,mixed,long,positive,long,long,positive,positive,mixed,mixed
14401,-0.1859259161765347,-0.38127338678528633,ru,medium,positive,medium,long,positive,positive,ru,ru
14402,-0.21004917551648908,-0.1030036405102465,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14403,0.2854743067317805,-0.005910167275570061,kz,medium,positive,medium,medium,positive,positive,kz,kz
14404,0.41616890866251444,0.011110378190419242,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
14405,-0.19899329331947196,-0.08177180669841239,ru,long,positive,medium,medium,positive,positive,ru,ru
14406,-0.030208887605060613,-0.05961933859464405,ru,medium,positive,medium,medium,positive,positive,ru,ru
14407,0.08321163442117045,-0.03006342974727461,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
14408,-0.03864092976453633,-0.10863493171102784,ru,medium,positive,medium,medium,positive,positive,ru,ru
14409,-0.14276582989989528,0.042783095765858654,ru,medium,positive,medium,medium,positive,positive,ru,ru
14410,-0.1588829279454039,-0.0982920011434773,ru,medium,positive,medium,medium,positive,positive,ru,ru
14411,0.30929556615241055,-0.00646360531005352,kz,long,negative,long,long,negative,negative,kz,kz
14412,-0.1508857484238013,-0.11331796983773913,ru,medium,positive,medium,medium,positive,positive,ru,ru
14413,0.19527556716567973,-0.05167112182351874,mixed,long,negative,long,long,negative,negative,mixed,mixed
14414,0.3799912937866368,0.02135364424901919,kz,long,positive,long,long,positive,positive,kz,kz
14415,0.09497091197955192,0.00874178168396273,mixed,long,positive,long,long,positive,positive,mixed,mixed
14416,-0.23232314427656733,-0.17175543000808613,ru,long,neutral,long,long,neutral,neutral,ru,ru
14417,0.06524707703886601,-0.0664654464315968,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed
14418,-0.2045855432931733,-0.16444181000193564,ru,long,positive,long,long,positive,positive,ru,ru
14419,0.2596806938088885,0.0049764052676801755,kz,medium,positive,medium,medium,positive,positive,kz,kz
14420,-0.10689423072244038,-0.030599460682658373,ru,short,positive,short,short,positive,positive,ru,ru
14421,-0.09785100370244196,-0.020467942030602544,mixed,short,positive,short,short,positive,positive,mixed,mixed
14422,-0.23373781306954974,0.19067190008035645,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14423,0.29462448704322247,-0.013255760666061125,kz,medium,positive,medium,medium,positive,positive,kz,kz
14424,0.44246410642757483,0.018823549710398384,kz,long,neutral,long,long,neutral,neutral,kz,kz
14425,-0.08189757063778869,-0.13802229085502304,ru,long,neutral,long,long,neutral,neutral,ru,ru
14426,-0.19035696292220486,0.17586589220410365,ru,long,positive,long,long,positive,positive,ru,ru
14427,-0.3249894053801185,-0.2716696411995116,ru,long,neutral,long,long,neutral,neutral,ru,ru
14428,-0.20613100594223618,-0.06765199672673831,ru,medium,positive,medium,medium,positive,positive,ru,ru
14429,-0.1321599492267012,-0.17525936215541765,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
14430,-0.2677251861789766,-0.024984245580640108,ru,long,positive,long,long,positive,positive,ru,ru
14431,-0.12664151544565977,-0.10777707618537576,ru,medium,positive,medium,medium,positive,positive,ru,ru
14432,0.08089780081703073,0.0016001095682468495,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
14433,-0.07340774189619588,-0.08509102696084457,ru,short,neutral,short,short,neutral,neutral,ru,ru
14434,-0.1553663621864273,-0.24949381851959615,ru,medium,negative,medium,medium,negative,negative,ru,ru
14435,-0.20713593678465406,-0.39124551230947824,mixed,short,positive,medium,medium,positive,positive,ru,ru
14436,-0.2129828970896125,0.06616029012107824,ru,medium,positive,medium,medium,positive,positive,ru,ru
14437,-0.2553889371072355,0.08255157554779508,ru,medium,positive,long,long,positive,positive,ru,ru
